table_name|cols
recruitment_historicalrejectedcandidate_history_tags|id:bigint, historicalrejectedcandidate_id:integer, audittag_id:bigint
recruitment_interviewschedule|id:bigint, created_at:timestamp with time zone, is_active:boolean, interview_date:date, interview_time:time without time zone, description:text, completed:boolean, candidate_id_id:bigint, created_by_id:integer, modified_by_id:integer
recruitment_interviewschedule_employee_id|id:bigint, interviewschedule_id:bigint, employee_id:bigint
recruitment_linkedinaccount|id:bigint, created_at:timestamp with time zone, is_active:boolean, username:character varying, email:character varying, api_token:character varying, sub_id:character varying, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
recruitment_questionordering|id:bigint, created_at:timestamp with time zone, is_active:boolean, sequence:integer, created_by_id:integer, modified_by_id:integer, question_id_id:bigint, recruitment_id_id:bigint
recruitment_recruitment|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, is_event_based:boolean, closed:boolean, is_published:boolean, vacancy:integer, start_date:date, end_date:date, linkedin_post_id:character varying, publish_in_linkedin:boolean, optional_profile_image:boolean, optional_resume:boolean, company_id_id:bigint, created_by_id:integer, job_position_id_id:bigint, linkedin_account_id_id:bigint, modified_by_id:integer
recruitment_recruitment_open_positions|id:bigint, recruitment_id:bigint, jobposition_id:bigint
recruitment_recruitment_recruitment_managers|id:bigint, recruitment_id:bigint, employee_id:bigint
recruitment_recruitment_skills|id:bigint, recruitment_id:bigint, skill_id:bigint
recruitment_recruitment_survey_templates|id:bigint, recruitment_id:bigint, surveytemplate_id:bigint
recruitment_recruitmentgeneralsetting|id:bigint, created_at:timestamp with time zone, is_active:boolean, candidate_self_tracking:boolean, show_overall_rating:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
recruitment_recruitmentsurvey|id:bigint, created_at:timestamp with time zone, is_active:boolean, is_mandatory:boolean, question:text, sequence:integer, type:character varying, options:text, created_by_id:integer, modified_by_id:integer
recruitment_recruitmentsurvey_job_position_ids|id:bigint, recruitmentsurvey_id:bigint, jobposition_id:bigint
recruitment_recruitmentsurvey_recruitment_ids|id:bigint, recruitmentsurvey_id:bigint, recruitment_id:bigint
recruitment_recruitmentsurvey_template_id|id:bigint, recruitmentsurvey_id:bigint, surveytemplate_id:bigint
recruitment_recruitmentsurveyanswer|id:bigint, created_at:timestamp with time zone, is_active:boolean, answer_json:jsonb, attachment:character varying, candidate_id_id:bigint, created_by_id:integer, job_position_id_id:bigint, modified_by_id:integer, recruitment_id_id:bigint
recruitment_rejectedcandidate|id:bigint, created_at:timestamp with time zone, is_active:boolean, description:text, candidate_id_id:bigint, created_by_id:integer, modified_by_id:integer
recruitment_rejectedcandidate_reject_reason_id|id:bigint, rejectedcandidate_id:bigint, rejectreason_id:bigint
recruitment_rejectreason|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
recruitment_resume|id:bigint, file:character varying, is_candidate:boolean, recruitment_id_id:bigint
recruitment_skill|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, created_by_id:integer, modified_by_id:integer
recruitment_skillzone|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
recruitment_skillzonecandidate|id:bigint, created_at:timestamp with time zone, is_active:boolean, reason:character varying, added_on:date, candidate_id_id:bigint, created_by_id:integer, modified_by_id:integer, skill_zone_id_id:bigint
recruitment_stage|id:bigint, created_at:timestamp with time zone, is_active:boolean, stage:character varying, stage_type:character varying, sequence:integer, created_by_id:integer, modified_by_id:integer, recruitment_id_id:bigint
recruitment_stage_stage_managers|id:bigint, stage_id:bigint, employee_id:bigint
recruitment_stagefiles|id:bigint, created_at:timestamp with time zone, is_active:boolean, files:character varying, created_by_id:integer, modified_by_id:integer
recruitment_stagenote|id:bigint, created_at:timestamp with time zone, is_active:boolean, description:text, candidate_can_view:boolean, candidate_id_id:bigint, created_by_id:integer, modified_by_id:integer, stage_id_id:bigint, updated_by_id:bigint
recruitment_stagenote_stage_files|id:bigint, stagenote_id:bigint, stagefiles_id:bigint
recruitment_surveytemplate|id:bigint, created_at:timestamp with time zone, is_active:boolean, title:character varying, description:text, is_general_template:boolean, company_id_id:bigint, created_by_id:integer, modified_by_id:integer
(341 rows)
